id,fecha,ejercicio,sets,reps,peso,nota
5167,2026-01-11,Press militar,2,11,36.5,RPE 9
5168,2025-08-08,Elevaciones laterales,4,9,28.5,Normal
5169,2025-08-13,Curl de bíceps,3,5,76.5,Buena técnica
5170,2026-02-26,Sentadilla búlgara,1,7,148.0,RPE 8
5171,2025-10-05,Elevaciones laterales,2,7,56.0,Fallo cerca
5172,2026-06-19,Press militar,1,3,109.5,RPE 8
5173,2025-08-09,Press militar,2,4,114.5,Buen estímulo
5174,2025-10-18,Press de banca,4,12,21.0,Fallo cerca
5175,2026-03-21,Press francés,5,2,29.0,Normal
5176,2026-07-13,Fondos lastrados,4,15,79.5,RPE 9
5177,2026-02-21,Press militar,4,11,134.0,Fallo cerca
5178,2025-08-29,Peso muerto,5,5,114.5,Normal
5179,2026-05-19,Press francés,3,6,114.0,Normal
5180,2025-11-12,Press de banca,5,9,44.0,Fácil
5181,2026-01-16,Fondos lastrados,4,7,111.5,Normal
5182,2025-08-22,Press militar,5,10,74.0,Pesado
5183,2026-05-25,Sentadilla búlgara,4,1,115.0,RPE 8
5184,2026-07-08,Curl de bíceps,3,5,48.0,Buena técnica
5185,2026-03-19,Press militar,1,12,15.0,Fallo cerca
5186,2025-12-29,Press francés,2,13,20.5,RPE 9
5187,2026-01-21,Fondos lastrados,2,9,143.5,Fallo cerca
5188,2026-01-27,Fondos lastrados,4,6,112.0,Fallo cerca
5189,2026-02-19,Peso muerto,3,8,69.5,Buen estímulo
5190,2026-01-29,Remo con barra,1,3,54.5,Buena técnica
5191,2025-10-11,Dominadas lastradas,2,5,65.0,Fallo cerca
5192,2025-12-11,Remo con barra,5,14,105.5,RPE 8
5193,2025-11-30,Press de banca,5,1,137.5,Buena técnica
5194,2026-05-05,Dominadas lastradas,3,5,45.0,Buena técnica
5195,2025-11-01,Press militar,3,2,15.0,Fácil
5196,2026-06-16,Peso muerto,4,7,32.0,Buena técnica
5197,2026-04-25,Press de banca,1,5,54.5,RPE 9
5198,2025-08-25,Dominadas lastradas,2,7,38.5,Buen estímulo
5199,2025-07-26,Press militar,3,15,61.0,Buena técnica
5200,2025-08-05,Elevaciones laterales,4,2,92.5,RPE 8
5201,2025-09-28,Press de banca,1,9,114.5,Fallo cerca
5202,2025-10-14,Fondos lastrados,4,4,42.5,RPE 9
5203,2026-05-25,Press francés,5,7,73.0,Pesado
5204,2026-01-15,Dominadas lastradas,3,5,83.0,Fallo cerca
5205,2026-03-12,Hip thrust,4,14,120.5,Pesado
5206,2026-02-01,Dominadas lastradas,3,15,50.0,Fácil
5207,2026-03-27,Press francés,2,11,14.5,Buena técnica
5208,2026-06-13,Fondos lastrados,3,4,123.0,Fácil
5209,2025-08-06,Remo con barra,5,8,140.0,Fácil
5210,2026-06-12,Remo con barra,3,2,135.5,RPE 8
5211,2026-01-06,Press militar,1,1,141.5,Buen estímulo
5212,2026-04-27,Curl de bíceps,5,2,99.0,Normal
5213,2026-05-18,Elevaciones laterales,2,8,68.5,Fallo cerca
5214,2026-05-15,Dominadas lastradas,4,12,85.0,Buen estímulo
5215,2025-10-31,Hip thrust,1,2,26.5,Pesado
5216,2025-08-25,Press militar,1,5,49.0,Buen estímulo
5217,2026-01-23,Elevaciones laterales,4,5,13.5,RPE 9
5218,2026-07-13,Fondos lastrados,1,14,73.5,Fácil
5219,2025-08-04,Sentadilla búlgara,5,9,10.5,Fácil
5220,2026-04-01,Dominadas lastradas,5,3,43.5,RPE 8
5221,2025-11-20,Press de banca,4,8,81.0,RPE 9
5222,2026-03-21,Fondos lastrados,4,15,18.0,Buena técnica
5223,2025-09-01,Hip thrust,1,14,33.0,Fácil
5224,2025-09-22,Sentadilla,5,3,92.5,Buen estímulo
5225,2026-06-18,Remo con barra,2,2,13.0,Fácil
5226,2026-04-07,Remo con barra,2,9,139.5,Fácil
5227,2026-01-18,Curl de bíceps,4,8,57.5,RPE 9
5228,2026-04-23,Fondos lastrados,5,6,86.5,Buena técnica
5229,2026-06-25,Sentadilla búlgara,4,5,90.5,Pesado
5230,2026-01-31,Fondos lastrados,5,11,62.0,Buen estímulo
5231,2025-08-31,Remo con barra,4,14,120.5,Normal
5232,2026-02-22,Dominadas lastradas,4,7,67.5,RPE 9
5233,2025-11-15,Elevaciones laterales,1,8,109.0,Fácil
5234,2026-03-30,Sentadilla búlgara,4,10,53.5,Buena técnica
5235,2025-08-14,Dominadas lastradas,2,2,62.5,RPE 9
5236,2026-04-12,Sentadilla búlgara,1,10,118.5,Pesado
5237,2026-06-16,Curl de bíceps,5,11,137.0,Fallo cerca
5238,2026-02-08,Peso muerto,2,8,116.0,RPE 8
5239,2025-10-12,Sentadilla búlgara,4,14,58.5,RPE 8
5240,2026-03-29,Remo con barra,2,11,51.5,RPE 9
5241,2025-11-05,Press de banca,5,9,75.5,Buena técnica
5242,2026-01-25,Curl de bíceps,3,1,90.5,RPE 8
5243,2025-10-10,Hip thrust,5,7,147.0,RPE 8
5244,2025-07-20,Peso muerto,1,15,42.5,Fácil
5245,2025-08-27,Curl de bíceps,3,7,12.0,RPE 8
5246,2026-02-16,Sentadilla búlgara,5,12,72.0,Fácil
5247,2026-02-13,Press militar,5,4,62.5,RPE 8
5248,2026-01-20,Press de banca,5,15,83.5,Pesado
5249,2026-01-04,Press militar,3,10,60.0,Buena técnica
5250,2026-03-01,Dominadas lastradas,1,10,147.0,Fallo cerca
5251,2026-03-19,Press militar,2,13,22.5,Normal
5252,2025-08-07,Dominadas lastradas,3,10,24.5,Fácil
5253,2025-08-30,Dominadas lastradas,3,13,137.0,Normal
5254,2026-04-30,Press francés,3,4,88.5,RPE 8
5255,2026-01-02,Hip thrust,2,14,117.5,Pesado
5256,2026-06-18,Peso muerto,2,12,140.0,Normal
5257,2025-09-30,Peso muerto,1,4,42.5,Buen estímulo
5258,2026-07-05,Sentadilla búlgara,3,9,85.5,RPE 9
5259,2025-12-26,Press militar,2,2,30.0,Buen estímulo
5260,2025-09-03,Sentadilla búlgara,4,12,25.5,Buen estímulo
5261,2026-02-11,Curl de bíceps,2,8,23.5,RPE 9
5262,2025-08-27,Press de banca,5,1,47.5,Pesado
5263,2026-01-04,Elevaciones laterales,1,11,132.0,Buena técnica
5264,2025-11-19,Curl de bíceps,5,9,48.5,RPE 9
5265,2026-03-10,Fondos lastrados,3,9,84.5,Pesado
5266,2026-03-27,Press militar,5,3,121.5,Buena técnica
5267,2025-10-04,Press de banca,1,11,33.0,Buena técnica
5268,2025-09-15,Elevaciones laterales,3,7,24.0,Normal
5269,2026-07-14,Elevaciones laterales,1,6,52.0,Fallo cerca
5270,2025-12-16,Dominadas lastradas,1,11,32.5,Fallo cerca
5271,2025-08-17,Press francés,1,11,19.0,Normal
5272,2026-02-18,Sentadilla búlgara,3,9,34.5,Fácil
5273,2026-06-03,Press de banca,2,14,77.0,Pesado
5274,2025-09-26,Press francés,3,13,148.5,Fácil
5275,2025-12-03,Press militar,1,9,32.5,Buena técnica
5276,2026-02-06,Sentadilla búlgara,4,1,129.5,Pesado
5277,2025-10-13,Curl de bíceps,1,15,13.5,Fácil
5278,2025-07-28,Remo con barra,3,6,141.0,Normal
5279,2026-02-02,Sentadilla,3,1,125.0,RPE 9
5280,2026-01-13,Hip thrust,3,8,27.0,RPE 9
5281,2026-01-11,Peso muerto,3,7,105.0,Buena técnica
5282,2026-03-11,Sentadilla búlgara,4,4,19.5,Pesado
5283,2026-01-05,Press francés,3,8,122.5,Normal
5284,2026-06-08,Sentadilla búlgara,1,5,110.5,Buena técnica
5285,2025-08-17,Sentadilla búlgara,1,5,97.5,Pesado
5286,2026-01-23,Dominadas lastradas,1,10,34.5,RPE 8
5287,2026-05-26,Peso muerto,3,5,55.5,Normal
5288,2026-03-23,Peso muerto,1,15,22.0,Pesado
5289,2025-10-31,Remo con barra,3,6,97.0,Fácil
5290,2026-05-15,Hip thrust,1,7,67.0,Pesado
5291,2026-07-10,Sentadilla búlgara,4,2,80.0,RPE 9
5292,2025-07-24,Elevaciones laterales,1,7,21.5,RPE 8
5293,2025-09-27,Press francés,4,8,52.5,Normal
5294,2025-08-26,Sentadilla,4,15,95.5,Buena técnica
5295,2026-02-08,Curl de bíceps,2,8,31.0,Normal
5296,2025-12-10,Sentadilla búlgara,1,7,114.0,Normal
5297,2026-07-06,Press militar,4,14,21.0,Fácil
5298,2026-05-29,Press francés,3,14,76.0,RPE 8
5299,2025-10-26,Peso muerto,3,12,61.5,Normal
5300,2025-12-06,Press militar,2,1,98.0,Buena técnica
5301,2026-03-15,Sentadilla,4,12,109.5,Fallo cerca
5302,2026-01-20,Sentadilla,4,3,109.5,RPE 9
5303,2026-03-22,Press de banca,2,13,29.5,RPE 8
5304,2025-11-29,Fondos lastrados,5,3,25.5,Fácil
5305,2025-10-21,Sentadilla búlgara,5,8,60.0,Fallo cerca
5306,2025-11-18,Press francés,2,2,22.5,Buen estímulo
5307,2026-06-17,Curl de bíceps,5,8,46.0,Fallo cerca
5308,2026-07-13,Elevaciones laterales,4,2,80.5,Buena técnica
5309,2026-01-25,Sentadilla,4,15,56.5,Fallo cerca
5310,2026-06-02,Fondos lastrados,5,14,106.0,Buena técnica
5311,2026-05-23,Fondos lastrados,5,8,89.5,RPE 8
5312,2026-06-06,Press francés,2,1,79.0,Buen estímulo
5313,2026-01-07,Elevaciones laterales,4,11,59.0,Buena técnica
5314,2025-09-01,Dominadas lastradas,1,15,120.0,Fallo cerca
5315,2026-03-22,Elevaciones laterales,4,6,77.0,RPE 9
5316,2025-07-22,Press de banca,5,9,139.5,Pesado
5317,2025-11-14,Remo con barra,5,6,125.5,RPE 9
5318,2026-01-02,Peso muerto,4,15,69.0,Buen estímulo
5319,2026-07-09,Peso muerto,1,14,137.5,Fallo cerca
5320,2026-07-04,Press militar,3,11,112.5,Buena técnica
5321,2026-06-15,Dominadas lastradas,3,2,98.5,RPE 8
5322,2025-07-18,Press francés,2,6,74.5,Buen estímulo
5323,2026-06-04,Elevaciones laterales,5,1,72.0,Fácil
5324,2026-04-11,Hip thrust,4,2,116.0,RPE 9
5325,2025-12-19,Curl de bíceps,1,7,102.0,RPE 9
5326,2025-10-02,Remo con barra,1,7,72.0,Pesado
5327,2026-06-25,Curl de bíceps,1,3,59.5,Fallo cerca
5328,2025-11-18,Sentadilla,4,9,134.5,RPE 9
5329,2025-11-15,Dominadas lastradas,2,7,128.5,Fácil
5330,2025-07-31,Remo con barra,1,9,58.0,Buen estímulo
5331,2025-07-27,Peso muerto,2,6,85.0,RPE 9
5332,2025-09-12,Press militar,3,4,60.0,RPE 9
5333,2025-08-24,Fondos lastrados,1,4,14.5,Fallo cerca
5334,2025-10-08,Press de banca,2,11,120.5,Buen estímulo
5335,2026-05-25,Press de banca,5,4,113.0,RPE 9
5336,2025-07-24,Sentadilla búlgara,2,4,91.0,Fácil
5337,2025-09-30,Hip thrust,2,5,125.5,RPE 9
5338,2025-09-19,Fondos lastrados,5,11,131.5,Buen estímulo
5339,2026-04-02,Elevaciones laterales,1,1,140.5,RPE 8
5340,2026-07-12,Press francés,2,10,38.5,RPE 8
5341,2025-09-21,Elevaciones laterales,1,11,103.5,RPE 8
5342,2026-05-08,Sentadilla búlgara,4,15,134.0,RPE 8
5343,2026-04-21,Press de banca,5,9,52.0,RPE 8
5344,2026-05-29,Curl de bíceps,2,14,130.0,Normal
5345,2026-06-13,Press militar,2,4,12.0,Fácil
5346,2026-02-17,Sentadilla,1,4,97.5,Pesado
5347,2026-06-29,Fondos lastrados,5,10,21.0,Pesado
5348,2026-04-17,Hip thrust,3,2,58.0,Pesado
5349,2026-07-13,Hip thrust,3,1,26.5,Buen estímulo
5350,2025-12-02,Sentadilla búlgara,4,9,138.5,Buena técnica
5351,2025-08-31,Sentadilla búlgara,4,2,46.0,Pesado
5352,2026-06-23,Elevaciones laterales,4,15,83.5,Fallo cerca
5353,2025-09-07,Sentadilla búlgara,4,8,48.0,Fácil
5354,2026-04-24,Press de banca,3,15,99.0,Normal
5355,2025-10-26,Press de banca,3,11,124.0,Pesado
5356,2026-02-18,Remo con barra,2,6,51.0,Fallo cerca
5357,2025-10-16,Fondos lastrados,4,6,75.5,RPE 9
5358,2026-01-26,Sentadilla búlgara,3,15,83.5,Fácil
5359,2026-05-24,Press militar,3,15,50.5,Normal
5360,2025-10-23,Hip thrust,2,13,63.0,Fallo cerca
5361,2025-08-03,Elevaciones laterales,4,5,135.5,Pesado
5362,2026-02-16,Sentadilla búlgara,2,9,100.0,Normal
5363,2026-06-17,Press de banca,4,13,18.5,Buena técnica
5364,2026-07-18,Press de banca,5,11,125.5,Normal
5365,2026-04-20,Elevaciones laterales,2,4,146.0,Buen estímulo
5366,2025-12-03,Fondos lastrados,2,10,112.0,Normal
5367,2025-11-05,Sentadilla búlgara,1,1,54.5,RPE 9
5368,2026-06-03,Peso muerto,1,8,20.0,Fallo cerca
5369,2025-11-17,Fondos lastrados,4,3,129.0,Pesado
5370,2025-09-13,Press militar,2,13,28.5,Buen estímulo
5371,2025-09-24,Press de banca,3,6,33.5,RPE 8
5372,2026-04-19,Press de banca,1,7,148.0,Fallo cerca
5373,2026-06-17,Sentadilla,1,9,13.0,Fallo cerca
5374,2026-06-02,Press francés,5,15,15.0,Buena técnica
5375,2026-05-01,Curl de bíceps,1,13,72.5,RPE 8
5376,2026-03-27,Press de banca,3,13,100.0,Fácil
5377,2026-03-30,Remo con barra,3,7,26.5,Buen estímulo
5378,2025-10-29,Sentadilla,5,1,144.5,Buena técnica
5379,2026-05-25,Curl de bíceps,5,12,32.5,Buen estímulo
5380,2026-01-07,Dominadas lastradas,3,13,146.0,RPE 9
5381,2026-01-16,Elevaciones laterales,4,4,58.5,Buen estímulo
5382,2025-12-08,Fondos lastrados,2,14,100.0,Fácil
5383,2026-03-29,Elevaciones laterales,4,13,93.0,Buen estímulo
5384,2026-01-03,Fondos lastrados,1,3,69.0,Buen estímulo
5385,2026-01-14,Press militar,5,4,92.5,RPE 9
5386,2026-06-20,Elevaciones laterales,1,13,27.0,Fácil
5387,2026-05-16,Curl de bíceps,2,8,126.0,Fácil
5388,2026-06-15,Sentadilla búlgara,1,6,78.0,RPE 9
5389,2026-03-17,Fondos lastrados,3,13,86.0,Buena técnica
5390,2025-09-18,Press francés,2,12,12.5,Buena técnica
5391,2025-12-27,Sentadilla búlgara,3,11,47.5,RPE 9
5392,2025-10-24,Press francés,1,12,62.5,RPE 9
5393,2026-02-07,Hip thrust,5,15,121.5,Pesado
5394,2025-10-06,Curl de bíceps,1,3,20.5,Pesado
5395,2026-06-26,Curl de bíceps,1,13,83.5,Fácil
5396,2026-02-12,Sentadilla,3,6,75.0,Buen estímulo
5397,2026-07-09,Peso muerto,1,12,87.0,Buena técnica
5398,2026-05-09,Dominadas lastradas,2,7,72.5,Buen estímulo
5399,2025-11-15,Peso muerto,1,3,95.5,Normal
5400,2026-06-30,Press de banca,3,8,82.0,Fallo cerca
5401,2026-06-04,Fondos lastrados,5,8,16.5,RPE 8
5402,2025-10-17,Press de banca,4,6,22.0,Buena técnica
5403,2026-01-15,Press francés,5,4,46.0,RPE 8
5404,2026-07-10,Elevaciones laterales,5,12,137.5,Buena técnica
5405,2026-06-12,Curl de bíceps,3,3,146.0,Normal
5406,2025-09-23,Press de banca,5,11,142.0,Buena técnica
5407,2026-04-10,Press francés,3,4,107.0,Fácil
5408,2026-03-01,Dominadas lastradas,3,6,87.5,Buen estímulo
5409,2025-09-28,Elevaciones laterales,1,14,26.0,Buena técnica
5410,2026-06-16,Press de banca,3,5,41.0,Buen estímulo
5411,2025-12-24,Press militar,5,9,86.0,RPE 9
5412,2026-07-08,Press francés,5,9,77.5,Fácil
5413,2025-12-22,Hip thrust,4,6,128.0,Buena técnica
5414,2025-09-08,Press francés,3,2,118.5,Buena técnica
5415,2025-09-03,Elevaciones laterales,2,15,93.5,RPE 9
5416,2026-02-22,Press francés,1,2,89.5,Fácil
5417,2026-06-10,Hip thrust,5,5,121.5,Buen estímulo
5418,2026-02-28,Dominadas lastradas,1,2,17.5,Fácil
5419,2026-05-04,Sentadilla,2,15,139.0,Fallo cerca
5420,2025-10-18,Dominadas lastradas,3,14,35.5,Fácil
5421,2025-11-07,Sentadilla,2,11,40.5,Fallo cerca
5422,2026-05-11,Remo con barra,1,12,105.5,Fallo cerca
5423,2026-06-25,Elevaciones laterales,3,5,120.0,Fallo cerca
5424,2026-07-05,Dominadas lastradas,4,1,110.0,RPE 9
5425,2025-08-28,Elevaciones laterales,2,6,109.5,RPE 9
5426,2026-04-30,Hip thrust,1,2,92.0,RPE 9
5427,2025-11-28,Hip thrust,5,7,13.5,RPE 9
5428,2025-08-15,Fondos lastrados,2,9,144.5,Fácil
5429,2026-02-24,Press militar,2,10,95.5,RPE 8
5430,2025-12-30,Curl de bíceps,3,13,127.0,Normal
5431,2026-03-19,Press francés,4,3,134.0,Buena técnica
5432,2025-11-18,Sentadilla búlgara,5,3,70.0,Buena técnica
5433,2025-11-12,Sentadilla,1,10,119.5,Normal
5434,2026-01-07,Hip thrust,3,4,107.5,Normal
5435,2025-09-16,Elevaciones laterales,5,1,119.0,Normal
5436,2026-03-14,Curl de bíceps,5,4,41.5,Fallo cerca
5437,2026-05-08,Sentadilla,3,3,112.5,Pesado
5438,2026-05-28,Sentadilla búlgara,4,9,97.5,Pesado
5439,2026-06-17,Press militar,3,1,54.5,Buen estímulo
5440,2026-03-05,Remo con barra,2,10,39.0,Fácil
5441,2025-08-06,Fondos lastrados,4,2,138.5,RPE 8
5442,2025-09-28,Hip thrust,3,13,12.5,RPE 9
5443,2025-10-17,Fondos lastrados,4,13,123.5,RPE 8
5444,2026-04-29,Dominadas lastradas,5,11,145.0,Buena técnica
5445,2026-07-15,Hip thrust,1,14,14.0,RPE 8
5446,2025-12-02,Remo con barra,3,15,63.0,Fallo cerca
5447,2026-03-28,Remo con barra,1,7,116.0,Pesado
5448,2025-12-29,Hip thrust,5,9,26.5,Normal
5449,2026-06-12,Press de banca,3,14,21.5,Normal
5450,2026-06-25,Fondos lastrados,3,15,26.5,Buen estímulo
5451,2026-04-26,Dominadas lastradas,5,4,109.5,Fácil
5452,2025-11-21,Peso muerto,5,1,76.5,Fácil
5453,2025-12-25,Press militar,1,1,109.0,RPE 9
5454,2026-02-20,Press francés,4,11,24.5,RPE 8
5455,2026-06-14,Sentadilla,1,4,133.0,Fallo cerca
5456,2025-12-01,Sentadilla búlgara,2,4,75.0,Buen estímulo
5457,2025-08-24,Sentadilla búlgara,1,12,94.5,RPE 9
5458,2025-10-14,Press francés,4,9,140.0,Fácil
5459,2026-02-14,Hip thrust,1,13,105.5,RPE 9
5460,2026-07-01,Elevaciones laterales,5,14,101.5,Fallo cerca
5461,2026-07-10,Hip thrust,4,4,33.5,RPE 8
5462,2026-04-27,Elevaciones laterales,4,11,63.5,Normal
5463,2026-02-03,Elevaciones laterales,2,15,133.0,RPE 9
5464,2026-05-24,Elevaciones laterales,2,9,118.0,Fallo cerca
5465,2026-07-16,Press francés,3,2,129.0,Buena técnica
5466,2025-12-02,Dominadas lastradas,1,11,125.0,Fallo cerca
5467,2026-01-25,Remo con barra,3,10,140.0,Buen estímulo
5468,2026-05-14,Peso muerto,3,4,76.5,RPE 8
5469,2025-10-25,Curl de bíceps,4,15,99.5,Fallo cerca
5470,2026-07-07,Press francés,4,3,12.5,RPE 9
5471,2026-01-02,Sentadilla búlgara,3,4,59.5,RPE 8
5472,2025-11-09,Hip thrust,3,7,118.5,Fallo cerca
5473,2026-07-14,Peso muerto,2,13,19.0,RPE 8
5474,2025-10-27,Sentadilla búlgara,1,5,25.0,Buena técnica
5475,2026-04-29,Press francés,4,2,58.5,Buen estímulo
5476,2025-09-30,Press de banca,1,14,36.0,Fallo cerca
5477,2025-09-12,Curl de bíceps,3,13,65.5,Normal
5478,2026-06-16,Hip thrust,3,3,27.0,Pesado
5479,2025-11-02,Hip thrust,5,15,127.0,Fácil
5480,2025-08-29,Hip thrust,4,12,94.5,Fallo cerca
5481,2025-12-29,Press de banca,4,15,23.0,Fallo cerca
5482,2026-04-02,Hip thrust,4,6,112.5,RPE 8
5483,2025-10-12,Press francés,4,1,143.0,Fácil
5484,2025-10-08,Press de banca,1,8,78.5,Pesado
5485,2026-01-18,Curl de bíceps,1,3,57.0,Normal
5486,2025-08-26,Fondos lastrados,1,9,32.0,RPE 8
5487,2025-09-06,Press francés,2,4,79.5,Normal
5488,2025-07-30,Curl de bíceps,2,15,10.5,Fallo cerca
5489,2026-03-13,Dominadas lastradas,3,12,43.5,Buen estímulo
5490,2025-09-01,Fondos lastrados,5,3,16.5,Fácil
5491,2025-12-19,Sentadilla,2,2,42.0,RPE 8
5492,2025-11-25,Press francés,5,13,79.0,Fallo cerca
5493,2026-01-27,Press francés,1,10,116.0,Normal
5494,2026-06-03,Sentadilla búlgara,3,7,38.0,Buena técnica
5495,2026-02-20,Sentadilla búlgara,2,15,94.0,Normal
5496,2026-01-04,Remo con barra,1,12,80.5,Pesado
5497,2025-09-27,Press francés,5,6,31.5,Fallo cerca
5498,2026-07-06,Hip thrust,5,14,70.0,Normal
5499,2025-09-19,Curl de bíceps,3,5,10.5,Pesado
5500,2026-06-23,Remo con barra,2,7,116.0,Pesado
5501,2025-11-07,Elevaciones laterales,1,3,41.5,Pesado
5502,2026-04-23,Sentadilla,2,5,90.0,RPE 8
5503,2026-07-13,Press de banca,2,10,148.5,Buena técnica
5504,2025-08-09,Dominadas lastradas,3,13,21.5,Fácil
5505,2025-07-22,Fondos lastrados,1,15,75.0,Buen estímulo
5506,2026-01-16,Curl de bíceps,5,14,44.0,Fácil
5507,2026-01-31,Press de banca,4,11,40.5,Pesado
5508,2025-12-28,Elevaciones laterales,3,10,121.5,Fácil
5509,2025-12-22,Press de banca,3,1,16.5,Buen estímulo
5510,2026-07-13,Dominadas lastradas,4,4,126.5,Buen estímulo
5511,2026-04-18,Remo con barra,2,4,46.5,RPE 9
5512,2025-07-25,Elevaciones laterales,5,12,40.5,RPE 9
5513,2025-12-17,Dominadas lastradas,2,4,51.5,Buen estímulo
5514,2026-02-18,Elevaciones laterales,2,4,68.5,Fácil
5515,2025-10-19,Elevaciones laterales,2,7,98.0,Fácil
5516,2026-03-08,Sentadilla búlgara,4,7,118.5,Fácil
5517,2026-04-30,Press militar,2,11,35.5,Normal
5518,2025-12-13,Sentadilla,5,4,112.0,Fácil
5519,2025-11-23,Hip thrust,2,14,94.5,Buena técnica
5520,2025-11-27,Curl de bíceps,4,6,112.5,Normal
5521,2026-05-17,Dominadas lastradas,4,9,49.0,Buen estímulo
5522,2026-05-15,Hip thrust,1,15,19.0,Normal
5523,2025-12-23,Press de banca,2,12,91.0,Pesado
5524,2025-09-22,Elevaciones laterales,4,6,74.0,Pesado
5525,2025-10-02,Hip thrust,1,4,16.5,RPE 8
5526,2026-06-22,Sentadilla,1,12,35.0,Pesado
5527,2025-11-21,Press militar,3,6,19.0,Fallo cerca
5528,2025-12-21,Hip thrust,2,11,149.0,Fallo cerca
5529,2025-11-14,Curl de bíceps,3,1,96.0,Fallo cerca
5530,2026-02-25,Remo con barra,4,13,16.5,Buen estímulo
5531,2025-12-21,Sentadilla búlgara,1,12,54.0,Fallo cerca
5532,2026-07-07,Dominadas lastradas,4,11,18.0,RPE 8
5533,2025-11-21,Sentadilla búlgara,5,7,35.0,Pesado
5534,2026-04-19,Peso muerto,1,9,67.0,Buena técnica
5535,2026-06-08,Hip thrust,5,15,56.5,Buena técnica
5536,2025-10-02,Fondos lastrados,4,15,97.0,Normal
5537,2026-02-07,Press militar,1,14,121.0,Buena técnica
5538,2025-10-28,Fondos lastrados,5,4,58.0,RPE 9
5539,2026-07-17,Press militar,1,6,23.0,Normal
5540,2026-06-05,Remo con barra,1,10,84.5,Pesado
5541,2025-09-12,Fondos lastrados,5,3,46.5,Fallo cerca
5542,2025-12-29,Sentadilla búlgara,3,12,50.5,RPE 8
5543,2026-02-18,Peso muerto,1,4,83.5,Fallo cerca
5544,2026-03-08,Dominadas lastradas,4,14,73.5,RPE 8
5545,2025-07-22,Peso muerto,2,1,12.0,RPE 9
5546,2026-05-18,Dominadas lastradas,3,12,70.5,Buena técnica
5547,2026-01-06,Press militar,3,1,71.5,Fallo cerca
5548,2025-10-10,Dominadas lastradas,3,6,107.5,Normal
5549,2025-08-06,Press de banca,5,13,144.0,Normal
5550,2026-02-22,Remo con barra,2,6,49.0,Buena técnica
5551,2026-07-11,Hip thrust,2,7,11.5,Buen estímulo
5552,2026-01-19,Fondos lastrados,3,15,119.0,RPE 9
5553,2025-09-01,Press militar,2,15,119.0,Fallo cerca
5554,2026-01-15,Press francés,1,10,145.0,Buena técnica
5555,2025-07-30,Press militar,1,13,101.5,RPE 8
5556,2025-07-23,Dominadas lastradas,4,15,146.0,Pesado
5557,2025-09-03,Peso muerto,1,2,73.5,Fácil
5558,2026-07-17,Elevaciones laterales,1,5,66.5,Normal
5559,2026-03-11,Press militar,1,13,72.5,Fallo cerca
5560,2025-12-07,Hip thrust,5,5,121.0,Buena técnica
5561,2025-12-11,Peso muerto,1,1,127.0,Pesado
5562,2025-12-22,Sentadilla,1,6,100.0,Normal
5563,2026-01-04,Elevaciones laterales,5,6,59.0,Pesado
5564,2026-03-13,Curl de bíceps,1,7,73.5,Pesado
5565,2025-10-06,Press militar,4,15,126.5,RPE 9
5566,2026-06-28,Hip thrust,1,3,134.0,Normal
5567,2025-08-29,Dominadas lastradas,1,12,31.5,Buena técnica
5568,2025-12-13,Remo con barra,4,3,45.5,Normal
5569,2026-05-15,Fondos lastrados,1,1,39.5,Fallo cerca
5570,2025-07-31,Peso muerto,4,10,138.5,Buena técnica
5571,2026-05-17,Press militar,2,13,90.0,Buen estímulo
5572,2026-03-30,Dominadas lastradas,4,12,29.5,RPE 8
5573,2026-07-06,Dominadas lastradas,5,4,29.5,Fallo cerca
5574,2026-06-26,Sentadilla búlgara,1,7,134.0,Buena técnica
5575,2026-01-04,Press francés,5,8,141.5,Fallo cerca
5576,2026-06-22,Elevaciones laterales,5,3,106.0,Buen estímulo
5577,2026-03-03,Fondos lastrados,5,5,20.5,RPE 8
5578,2025-07-20,Sentadilla,5,3,50.0,Buena técnica
5579,2026-03-09,Press francés,4,11,35.5,Buen estímulo
5580,2025-09-24,Press de banca,2,2,142.0,Pesado
5581,2026-04-16,Peso muerto,2,14,19.0,Fallo cerca
5582,2026-02-08,Peso muerto,3,15,81.5,Pesado
5583,2025-08-28,Press de banca,4,12,125.0,Pesado
5584,2025-08-08,Elevaciones laterales,3,14,34.5,Buena técnica
5585,2026-05-05,Curl de bíceps,3,9,10.0,Pesado
5586,2025-08-31,Hip thrust,3,10,87.5,RPE 9
5587,2025-09-12,Peso muerto,3,10,79.5,RPE 8
5588,2026-01-24,Fondos lastrados,3,11,95.0,RPE 8
5589,2025-10-03,Peso muerto,2,13,14.0,Pesado
5590,2025-08-07,Sentadilla búlgara,4,2,113.0,RPE 8
5591,2025-11-12,Sentadilla,2,4,75.5,RPE 8
5592,2026-01-06,Remo con barra,4,3,49.0,RPE 8
5593,2025-08-03,Elevaciones laterales,2,7,91.5,Normal
5594,2025-12-21,Peso muerto,4,14,104.5,Buen estímulo
5595,2025-08-08,Fondos lastrados,3,8,150.0,Fácil
5596,2026-05-06,Dominadas lastradas,2,8,17.5,Buena técnica
5597,2025-10-02,Sentadilla,1,12,44.0,Buen estímulo
5598,2026-04-30,Press francés,1,12,66.5,Pesado
5599,2025-08-09,Sentadilla búlgara,4,12,29.0,Fácil
5600,2026-02-11,Dominadas lastradas,4,10,20.5,Pesado
5601,2026-03-07,Remo con barra,5,13,79.0,Normal
5602,2025-08-17,Sentadilla,4,5,10.0,Buena técnica
